Leg,Site,H,Core,T,Sec,Top (cm),Depth (mbsf),Magnetic Suscept.,Corrected Suscept.,top,to,section,interval,depth_mbsf,depth_rmcd,diff,row,from,bot,section2,interval2,depth_mbsf2,depth_rmcd2,diff2,row2,my_rmcd,on_splice
208,1267,B,13,H,3,102.5,111.625,128,128.52,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.595,TRUE
208,1267,B,13,H,3,105,111.65,135.5,136.03,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.62,TRUE
208,1267,B,13,H,3,107.5,111.675,138.8,139.34,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.645,TRUE
208,1267,B,13,H,3,110,111.7,142.8,143.36,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.67,TRUE
208,1267,B,13,H,3,112.5,111.725,144.2,144.77,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.695,TRUE
208,1267,B,13,H,3,115,111.75,150.5,151.08,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.72,TRUE
208,1267,B,13,H,3,117.5,111.775,156.2,156.8,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.745,TRUE
208,1267,B,13,H,3,120,111.8,161.5,162.11,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.77,TRUE
208,1267,B,13,H,3,122.5,111.825,163,163.63,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.795,TRUE
208,1267,B,13,H,3,125,111.85,164,164.64,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.82,TRUE
208,1267,B,13,H,3,127.5,111.875,163.2,163.86,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.845,TRUE
208,1267,B,13,H,3,130,111.9,158.8,159.47,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.87,TRUE
208,1267,B,13,H,3,132.5,111.925,142.5,143.18,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.895,TRUE
208,1267,B,13,H,3,135,111.95,124.2,124.89,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.92,TRUE
208,1267,B,13,H,3,137.5,111.975,102.2,102.9,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.945,TRUE
208,1267,B,13,H,3,140,112,76.5,77.22,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,123.97,TRUE
208,1267,B,13,H,4,5,112.1,33.8,33.82,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.07,TRUE
208,1267,B,13,H,4,7.5,112.125,34.5,34.53,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.095,TRUE
208,1267,B,13,H,4,10,112.15,37.2,37.24,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.12,TRUE
208,1267,B,13,H,4,12.5,112.175,39.5,39.54,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.145,TRUE
208,1267,B,13,H,4,15,112.2,39,39.05,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.17,TRUE
208,1267,B,13,H,4,17.5,112.225,36.2,36.26,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.195,TRUE
208,1267,B,13,H,4,20,112.25,35.2,35.26,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.22,TRUE
208,1267,B,13,H,4,22.5,112.275,38,38.07,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.245,TRUE
208,1267,B,13,H,4,25,112.3,43.5,43.58,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.27,TRUE
208,1267,B,13,H,4,27.5,112.325,46.2,46.29,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.295,TRUE
208,1267,B,13,H,4,30,112.35,48,48.09,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.32,TRUE
208,1267,B,13,H,4,32.5,112.375,50,50.1,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.345,TRUE
208,1267,B,13,H,4,35,112.4,50.2,50.31,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.37,TRUE
208,1267,B,13,H,4,37.5,112.425,47.8,47.91,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.395,TRUE
208,1267,B,13,H,4,40,112.45,42,42.12,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.42,TRUE
208,1267,B,13,H,4,42.5,112.475,39.8,39.93,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.445,TRUE
208,1267,B,13,H,4,45,112.5,41.5,41.63,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.47,TRUE
208,1267,B,13,H,4,47.5,112.525,39.5,39.64,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.495,TRUE
208,1267,B,13,H,4,50,112.55,34.2,34.35,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.52,TRUE
208,1267,B,13,H,4,52.5,112.575,32,32.16,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.545,TRUE
208,1267,B,13,H,4,55,112.6,33,33.16,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.57,TRUE
208,1267,B,13,H,4,57.5,112.625,35,35.17,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.595,TRUE
208,1267,B,13,H,4,60,112.65,32.2,32.38,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.62,TRUE
208,1267,B,13,H,4,62.5,112.675,28,28.19,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.645,TRUE
208,1267,B,13,H,4,65,112.7,26.8,26.99,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.67,TRUE
208,1267,B,13,H,4,67.5,112.725,26.5,26.7,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.695,TRUE
208,1267,B,13,H,4,70,112.75,27,27.21,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.72,TRUE
208,1267,B,13,H,4,72.5,112.775,25.5,25.72,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.745,TRUE
208,1267,B,13,H,4,75,112.8,23,23.23,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.77,TRUE
208,1267,B,13,H,4,77.5,112.825,21.2,21.43,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.795,TRUE
208,1267,B,13,H,4,80,112.85,20.8,21.04,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.82,TRUE
208,1267,B,13,H,4,82.5,112.875,23,23.25,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.845,TRUE
208,1267,B,13,H,4,85,112.9,26.8,27.06,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.87,TRUE
208,1267,B,13,H,4,87.5,112.925,29.5,29.76,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.895,TRUE
208,1267,B,13,H,4,90,112.95,30,30.27,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.92,TRUE
208,1267,B,13,H,4,92.5,112.975,28.8,29.08,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.945,TRUE
208,1267,B,13,H,4,95,113,27.5,27.79,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.97,TRUE
208,1267,B,13,H,4,97.5,113.025,28,28.3,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,124.995,TRUE
208,1267,B,13,H,4,100,113.05,30,30.3,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.02,TRUE
208,1267,B,13,H,4,102.5,113.075,31,31.31,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.045,TRUE
208,1267,B,13,H,4,105,113.1,30.8,31.12,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.07,TRUE
208,1267,B,13,H,4,107.5,113.125,29,29.33,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.095,TRUE
208,1267,B,13,H,4,110,113.15,27.8,28.13,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.12,TRUE
208,1267,B,13,H,4,112.5,113.175,28.2,28.54,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.145,TRUE
208,1267,B,13,H,4,115,113.2,30.5,30.85,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.17,TRUE
208,1267,B,13,H,4,117.5,113.225,31,31.36,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.195,TRUE
208,1267,B,13,H,4,120,113.25,30,30.37,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.22,TRUE
208,1267,B,13,H,4,122.5,113.275,27.5,27.88,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.245,TRUE
208,1267,B,13,H,4,125,113.3,27,27.39,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.27,TRUE
208,1267,B,13,H,4,127.5,113.325,28.5,28.9,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.295,TRUE
208,1267,B,13,H,4,130,113.35,31.2,31.6,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.32,TRUE
208,1267,B,13,H,4,132.5,113.375,35,35.41,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.345,TRUE
208,1267,B,13,H,4,135,113.4,37.2,37.62,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.37,TRUE
208,1267,B,13,H,4,137.5,113.425,35.2,35.63,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.395,TRUE
208,1267,B,13,H,4,140,113.45,31.2,31.64,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.42,TRUE
208,1267,B,13,H,4,142.5,113.475,26.8,27.24,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.445,TRUE
208,1267,B,13,H,4,145,113.5,24,24.45,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.47,TRUE
208,1267,B,13,H,5,5,113.6,23,23.01,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.57,TRUE
208,1267,B,13,H,5,7.5,113.625,23.5,23.51,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.595,TRUE
208,1267,B,13,H,5,10,113.65,23.5,23.51,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.62,TRUE
208,1267,B,13,H,5,12.5,113.675,22.2,22.22,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.645,TRUE
208,1267,B,13,H,5,15,113.7,21.5,21.52,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.67,TRUE
208,1267,B,13,H,5,17.5,113.725,21.2,21.22,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.695,TRUE
208,1267,B,13,H,5,20,113.75,21.5,21.53,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.72,TRUE
208,1267,B,13,H,5,22.5,113.775,23.2,23.23,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.745,TRUE
208,1267,B,13,H,5,25,113.8,24.8,24.83,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.77,TRUE
208,1267,B,13,H,5,27.5,113.825,29.8,29.83,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.795,TRUE
208,1267,B,13,H,5,30,113.85,38.5,38.54,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.82,TRUE
208,1267,B,13,H,5,32.5,113.875,44.5,44.54,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.845,TRUE
208,1267,B,13,H,5,35,113.9,45.5,45.54,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.87,TRUE
208,1267,B,13,H,5,37.5,113.925,45,45.05,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.895,TRUE
208,1267,B,13,H,5,40,113.95,42.2,42.25,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.92,TRUE
208,1267,B,13,H,5,42.5,113.975,37.5,37.55,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.945,TRUE
208,1267,B,13,H,5,45,114,33.8,33.85,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.97,TRUE
208,1267,B,13,H,5,47.5,114.025,34.2,34.26,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,125.995,TRUE
208,1267,B,13,H,5,50,114.05,38.5,38.56,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.02,TRUE
208,1267,B,13,H,5,52.5,114.075,46,46.06,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.045,TRUE
208,1267,B,13,H,5,55,114.1,52,52.07,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.07,TRUE
208,1267,B,13,H,5,57.5,114.125,54.5,54.57,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.095,TRUE
208,1267,B,13,H,5,60,114.15,54.2,54.27,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.12,TRUE
208,1267,B,13,H,5,62.5,114.175,57.8,57.87,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.145,TRUE
208,1267,B,13,H,5,65,114.2,62,62.08,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.17,TRUE
208,1267,B,13,H,5,67.5,114.225,60,60.08,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.195,TRUE
208,1267,B,13,H,5,70,114.25,55.2,55.28,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.22,TRUE
208,1267,B,13,H,5,72.5,114.275,55.8,55.89,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.245,TRUE
208,1267,B,13,H,5,75,114.3,54.8,54.89,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.27,TRUE
208,1267,B,13,H,5,77.5,114.325,53.2,53.29,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.295,TRUE
208,1267,B,13,H,5,80,114.35,58,58.1,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.32,TRUE
208,1267,B,13,H,5,82.5,114.375,64.2,64.3,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.345,TRUE
208,1267,B,13,H,5,85,114.4,60.8,60.9,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.37,TRUE
208,1267,B,13,H,5,87.5,114.425,48.5,48.61,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.395,TRUE
208,1267,B,13,H,5,90,114.45,38.8,38.91,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.42,TRUE
208,1267,B,13,H,5,92.5,114.475,35,35.11,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.445,TRUE
208,1267,B,13,H,5,95,114.5,34,34.12,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.47,TRUE
208,1267,B,13,H,5,97.5,114.525,34.2,34.32,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.495,TRUE
208,1267,B,13,H,5,100,114.55,36.5,36.62,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.52,TRUE
208,1267,B,13,H,5,102.5,114.575,42,42.12,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.545,TRUE
208,1267,B,13,H,5,105,114.6,49,49.13,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.57,TRUE
208,1267,B,13,H,5,107.5,114.625,54,54.13,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.595,TRUE
208,1267,B,13,H,5,110,114.65,56,56.13,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.62,TRUE
208,1267,B,13,H,5,112.5,114.675,57,57.14,1267B-13H-5,1267A-13H-2,5,130,114.85,126.82,11.969999999999999,20,1267A-12H-6,1267B-13H-2,2,43.5,109.54,121.51,11.969999999999999,19,126.645,TRUE
